NPLV,TST,C
512324,1639.153,0.24949405
512327,1668.4777,0.3022207
512328,1645.4288,0.33563867
512331,1657.094,0.35723338
512333,1664.8392,0.34012747
512339,1677.5594,0.41210845
512344,1663.1078,0.31306532
512348,1656.6183,0.33988202
512349,1666.6324,0.23507272
512350,1655.5707,0.2954875
512352,1671.3789,0.29706413
512354,1671.0879,0.29763508
512355,1660.8323,0.31280965
512356,1674.9409,0.29885507
512358,1688.7822,0.31366575
512361,1674.8976,0.30911767
512362,1681.2761,0.3042775
512363,1662.0878,0.33578497
512366,1671.9022,0.268192
512367,1663.7861,0.29975688
512368,1659.3971,0.29414493
512369,1648.8551,0.27065077
512370,1644.2366,0.32221317
512371,1651.4985,0.26745722
512372,1650.5308,0.2767758
512373,1664.0259,0.23649366
512374,1667.6696,0.24986105
512375,1672.3774,0.3485412
512376,1670.2524,0.2883464
512377,1672.0638,0.24914367
512379,1658.7434,0.29493415
512380,1642.1627,0.33229315
512381,1658.1194,0.27882633
512382,1664.9012,0.26612866
512383,1665.806,0.25657365
512384,1665.0837,0.32217088
512385,1664.9012,0.26609704
512386,1685.3462,0.27169546
512387,1664.1743,0.3631958
512390,1668.5343,0.27964917
512391,1672.5319,0.3095259
512392,1669.5889,0.2813339
512393,1664.9155,0.29800728
512394,1672.0105,0.29139268
512395,1652.8601,0.2574342
512396,1663.3685,0.24768268
512397,1667.8755,0.2494214
512398,1663.4032,0.25751093
512399,1669.7435,0.24443704
512402,1648.2815,0.3072212
512403,1662.3486,0.25475633
512405,1670.682,0.24804437
512407,1675.216,0.35179254
512408,1668.7242,0.23801813
512409,1676.3069,0.25664136
512410,1671.2445,0.27335376
512411,1666.6086,0.2859306
512412,1672.7686,0.23976853
512413,1672.7515,0.2621604
512414,1665.9678,0.28894675
512415,1669.6566,0.3073561
512416,1665.5468,0.31316638
512417,1664.0103,0.34906197
512418,1648.3822,0.28890947
512419,1670.111,0.33271772
512420,1668.6705,0.2973099
512421,1656.7808,0.34040487
512422,1657.3876,0.25993836
512423,1660.1969,0.30318847
512424,1659.051,0.31578103
512425,1652.4261,0.31510088
512426,1656.7318,0.27405658
512427,1668.9108,0.2664754
512428,1655.5752,0.30370623
512430,1651.9584,0.6039771
512431,1656.4512,0.2965448
512432,1658.716,0.23207429
512433,1667.1555,0.2532339
512434,1654.9135,0.25815976
512435,1654.3634,0.22378731
512436,1644.4591,0.24359378
512437,1663.4598,0.23870821
512438,1662.2988,0.24471381
512440,1681.103,0.53505194
512442,1659.9834,0.2551322
512443,1660.0645,0.27052405
512444,1660.2351,0.28762087
512448,1655.9948,0.23834708
512449,1651.7301,0.25137988
512450,1666.0525,0.23953958
512451,1658.0964,0.26303026
512452,1654.8186,0.29266924
512453,1656.9159,0.2874348
512454,1659.2528,0.23442757
512455,1665.6201,0.28142598
512456,1660.9415,0.23318563
512461,1658.0497,0.248182
512462,1655.1322,0.24541317
512464,1653.343,0.30419716
512469,1666.8618,0.2973665
512471,1660.2218,0.24431635
512473,1673.1144,0.2610656
512474,1663.4166,0.32390937
512477,1663.9176,0.25161234
512481,1661.9673,0.3254463
512482,1650.3936,0.3292669
512485,1663.3749,0.2977009
512489,1668.1495,0.33727342
512490,1660.8351,0.28459334
512491,1645.2172,0.32852173
512492,1657.9504,0.25689006
512494,1647.3127,0.27916124
512496,1671.1869,0.26265058
512497,1662.5017,0.2603766
512499,1670.2399,0.25304785
512500,1674.7567,0.2571834
512501,1668.2872,0.28375614
