NPLV,TST,C
512324,1655.8956,0.05503189
512327,1661.1776,0.075187474
512328,1654.0203,0.10614276
512331,1653.2692,0.12813888
512333,1658.8964,0.09067727
512339,1669.4987,0.060648516
512344,1671.9354,0.10280381
512348,1672.0874,0.097514346
512349,1668.977,0.042822298
512350,1657.1439,0.13450322
512352,1664.7239,0.09869519
512354,1663.2079,0.061579157
512355,1667.2648,0.074476704
512356,1670.7191,0.071772344
512358,1675.0128,0.060942773
512361,1677.0499,0.06823491
512362,1683.6841,0.089262545
512363,1662.5228,0.08578243
512366,1676.1956,0.06547457
512367,1674.9272,0.08309042
512368,1671.4119,0.07627155
512369,1666.4734,0.047923647
512370,1657.8873,0.03873092
512371,1659.2856,0.058633152
512372,1653.7834,0.041627925
512373,1658.4365,0.012573691
512374,1665.4657,0.06992945
512375,1665.9513,0.07883124
512376,1660.4392,0.055833876
512377,1666.7999,0.04875432
512379,1656.6171,0.049410418
512380,1650.2593,0.08718314
512381,1662.0319,0.051998064
512382,1666.9683,0.046358056
512383,1670.6377,0.0447639
512384,1673.7852,0.08083539
512385,1667.1074,0.051285908
512386,1675.9537,0.06381698
512387,1653.7172,0.19825198
512390,1661.3916,0.061541297
512391,1669.8179,0.07216606
512392,1665.4834,0.04938484
512393,1661.3248,0.046696924
512394,1669.259,0.05296825
512395,1658.1353,0.023640733
512396,1650.5573,0.028476253
512397,1657.4725,0.02793102
512398,1652.7231,0.0224955
512399,1675.4335,0.0677721
512402,1655.2406,0.085663915
512403,1664.0034,0.040648412
512405,1668.729,0.03828534
512407,1672.2932,0.08323091
512408,1670.7102,0.038019866
512409,1671.6494,0.050335407
512410,1668.4358,0.04614166
512411,1668.1168,0.05746916
512412,1665.702,0.04228569
512413,1668.2224,0.049768895
512414,1665.2283,0.05415833
512415,1671.7441,0.08761755
512416,1666.6084,0.07720622
512417,1669.7305,0.045667037
512418,1663.3063,0.03056032
512419,1662.3647,0.029435046
512420,1669.5715,0.04955495
512421,1668.39,0.092767075
512422,1657.3324,0.058787636
512423,1650.9564,0.06972666
512424,1662.2188,0.04541084
512425,1661.414,0.07194349
512426,1662.7565,0.05135166
512427,1669.2301,0.041465465
512428,1658.107,0.02739032
512430,1649.6787,0.34477386
512431,1660.8856,0.06658766
512432,1661.5784,0.036542684
512433,1664.5404,0.04424318
512434,1657.5475,0.037307072
512435,1644.308,0.03712146
512436,1649.3052,0.047475677
512437,1665.4401,0.04683319
512438,1657.9812,0.03910681
512440,1666.1779,0.081570074
512442,1655.8882,0.03749057
512443,1671.5005,0.056448422
512444,1653.7164,0.058937054
512448,1655.6407,0.029411823
512449,1647.8805,0.023035252
512450,1662.51,0.039240737
512451,1655.521,0.032394018
512452,1659.7706,0.047434337
512453,1653.1884,0.035097234
512454,1657.6064,0.05197361
512455,1663.0078,0.054614328
512456,1656.6974,0.022350432
512461,1671.0912,0.06118939
512462,1658.1337,0.03224621
512464,1659.8748,0.051972844
512469,1670.6405,0.09336375
512471,1668.0637,0.030137096
512473,1666.9846,0.073647514
512474,1663.5939,0.099381685
512477,1666.9246,0.06250606
512481,1661.1066,0.118273824
512482,1660.4707,0.07596007
512485,1664.5493,0.093704805
512489,1659.5942,0.1334039
512490,1663.8488,0.080472596
512491,1655.7855,0.071801975
512492,1663.778,0.04928695
512494,1652.6565,0.08113003
512496,1679.6768,0.057400137
512497,1677.5192,0.06165797
512499,1672.7489,0.05568014
512500,1675.4523,0.054804288
512501,1670.4852,0.057453595
512502,1669.1396,0.07813541
512503,1672.6313,0.07777949
512504,1673.0214,0.07351032
512505,1671.1305,0.06863113
512506,1668.0698,0.07179563
512507,1673.281,0.07142325
512508,1669.388,0.09808313
512509,1671.5077,0.08750759
512511,1669.7109,0.06567088
512512,1676.7025,0.083339855
512513,1676.3104,0.10968896
512514,1669.257,0.07729611
512515,1673.4344,0.09210152
512516,1673.7635,0.121437475
512517,1670.1855,0.106246725
512518,1656.748,0.06939819
512519,1659.0421,0.0897542
512520,1661.2021,0.069146276
512521,1663.8052,0.08373538
512522,1648.9363,0.052158188
512523,1666.5664,0.059538275
512524,1642.1179,0.041105606
512525,1663.7198,0.06972364
512526,1671.4955,0.110161185
512527,1655.8108,0.097635105
512528,1661.7213,0.08541891
512529,1668.845,0.07446387
512531,1660.1423,0.05882341
512532,1675.0146,0.08340772
512533,1663.6454,0.08848286
512534,1666.6849,0.0774114
512535,1666.64,0.065459825
512536,1669.6797,0.10148679
512537,1669.1927,0.087656945
512538,1659.6572,0.07204046
512539,1671.3153,0.09379396
512540,1675.0425,0.10603813
512541,1671.6316,0.106164455
512542,1672.2216,0.07119053
512544,1671.814,0.045942355
512545,1679.6434,0.081131004
512546,1672.0502,0.058344863
512547,1670.063,0.043302953
512548,1669.3977,0.026801229
512549,1670.7769,0.0784457
512550,1674.5453,0.10806226
512551,1665.704,0.13964237
512552,1662.836,0.1120363
512553,1663.3192,0.06739487
512554,1666.4276,0.07223843
512555,1669.1372,0.09675819
512556,1664.46,0.06905145
512557,1670.3673,0.045815654
512558,1664.3712,0.05011187
512559,1659.7529,0.07183398
512560,1668.9473,0.0852504
512561,1656.773,0.08878862
512562,1674.3219,0.08802181
512563,1656.7621,0.051505722
512564,1659.8638,0.06908449
512566,1661.9636,0.051725626
512567,1662.1326,0.035678376
512568,1666.0588,0.047933947
512569,1663.1445,0.05676186
512570,1655.7837,0.077409215
512571,1655.2051,0.08347611
512572,1665.9275,0.067483425
512573,1664.9148,0.06664129
512574,1664.3965,0.07066047
512575,1653.6611,0.09017114
512576,1653.562,0.08205722
512577,1659.5773,0.041973617
512578,1659.5586,0.058789313
512579,1663.8131,0.07591372
512580,1665.7173,0.049806304
512581,1662.5457,0.046542734
512582,1668.3363,0.06081404
512583,1666.305,0.062387004
512584,1663.4564,0.056614812
512585,1658.7885,0.04249921
512586,1665.515,0.043573726
512588,1661.6876,0.052581277
512589,1662.9646,0.05179637
512591,1666.1047,0.087667644
